Year;Road Name;From Street;To Street;length_(m);PCI Rating;Geom;geo_point_2d
2020;CONNAUGHT DR;CHURCHILL ST;AVONDALE AV;93;FAIR;"{""coordinates"": [[-123.14064750376066, 49.23679932813416], [-123.14066295776279, 49.236818561851045], [-123.14067972410469, 49.23684036391048], [-123.14069591541116, 49.236862355568], [-123.1407115151689, 49.236884526949176], [-123.1407265247306, 49.23690687085636], [-123.14074093172955, 49.23692938640532], [-123.14075473339211, 49.23695206460446], [-123.14075528855379, 49.236954060873416], [-123.1407599785174, 49.236970039717214], [-123.14076510654698, 49.236985964055464], [-123.14077064651411, 49.237001824025235], [-123.14077659842438, 49.237017621425466], [-123.14078299109808, 49.23703334632625], [-123.14078979431378, 49.237048998764294], [-123.14079700941996, 49.23706456974266], [-123.140804636417, 49.237080059261295], [-123.14081269039065, 49.23709545830642], [-123.14082114109372, 49.2371107579196], [-123.14083000366055, 49.23712596617804], [-123.14083926565634, 49.2371410579101], [-123.14084892438254, 49.23715605020993], [-123.14085899492481, 49.2371709340638], [-123.14086944978341, 49.237185700509876], [-123.14088030404399, 49.237200340534436], [-123.14089154121957, 49.237214853257925], [-123.14090316266368, 49.23722923148238], [-123.1409151683995, 49.23724348330342], [-123.14092754601266, 49.237257590745514], [-123.1409403064931, 49.23727155379521], [-123.14095343747753, 49.23728537246739], [-123.14096692520069, 49.23729903688398], [-123.14098078477888, 49.23731254882549], [-123.14099499969936, 49.23732589841713], [-123.14100957133606, 49.23733908565712], [-123.14102448592614, 49.237352101566835], [-123.14103974484092, 49.237364945245005], [-123.1410553453126, 49.23737760949862], [-123.14107128871237, 49.237390093426384], [-123.14108754756572, 49.23740239706169], [-123.14110413558444, 49.237414511392394], [-123.14112105413969, 49.23742643551719], [-123.14113828672629, 49.23743816225986], [-123.14115582097804, 49.23744969073589], [-123.14117365689498, 49.23746102094513], [-123.14119180818622, 49.23747214297592], [-123.14121023501863, 49.23748305867584], [-123.14122896209112, 49.237493758119776], [-123.14124796330273, 49.2375042413395], [-123.1412662246469, 49.23751396086471]], ""type"": ""LineString""}";49.23719111553721, -123.140919618071
2020;16TH AV;KINGSWAY;PRINCE ALBERT ST;126;POOR;"{""coordinates"": [[-123.08920073991426, 49.25641859205055], [-123.08785430993117, 49.25639742803031], [-123.08747577598854, 49.25639176851143], [-123.08746965485386, 49.256391670600266]], ""type"": ""LineString""}";49.25640501973086, -123.08833519909491
2020;4TH AV;BAYSWATER ST;MACDONALD ST;201;GOOD;"{""coordinates"": [[-123.1710694512261, 49.2684095301904], [-123.17106566545843, 49.26840949261844], [-123.16831249976403, 49.268368022040555], [-123.16830725679111, 49.26836794332395]], ""type"": ""LineString""}";49.26838874633978, -123.16968835388921
2020;BOUNDARY RD;ETON ST;MCGILL ST;111;FAIR;"{""coordinates"": [[-123.02346162036991, 49.28770162438396], [-123.02346161234321, 49.28770209663181], [-123.02345289749405, 49.28819939613779], [-123.02344415644565, 49.28869691148936], [-123.02344410153775, 49.28870001932984]], ""type"": ""LineString""}";49.28820082196037, -123.02345286685163
2020;35TH AV;CONNAUGHT DRIVE;GRANVILLE ST;219;VERY POOR;"{""coordinates"": [[-123.14240175645519, 49.23999620200771], [-123.13939671695042, 49.23995082407567], [-123.13939392249705, 49.23995077707411]], ""type"": ""LineString""}";49.23997349193991, -123.14089783943784
2020;BLANCA ST;14TH AV;13TH AV;101;GOOD;"{""coordinates"": [[-123.21534336609375, 49.26028515054678], [-123.21534324346365, 49.260288553666385], [-123.21532668237657, 49.26074062211595], [-123.21531032613504, 49.26119308683479], [-123.2153103151548, 49.26119340618546]], ""type"": ""LineString""}";49.26073927639265, -123.21532678638854
2020;54TH AV;BERKELEY ST;CLARENDON ST;106;FAIR;"{""coordinates"": [[-123.05788790667683, 49.220235220169386], [-123.05652938688951, 49.22022781882308], [-123.05643230239652, 49.220227286997186]], ""type"": ""LineString""}";49.22023125493666, -123.05716010452927
2020;11TH AV;WATSON ST;KINGSWAY;191;VERY GOOD;"{""coordinates"": [[-123.10038708872241, 49.261093653355815], [-123.10038379968326, 49.26109359504605], [-123.10031513091188, 49.26111868025981], [-123.09828101371302, 49.26108872123079], [-123.09827556546189, 49.26108864041059], [-123.09777267293929, 49.261079762422774]], ""type"": ""LineString""}";49.26109998029727, -123.0990820191577
2020;BORDEN ST;61ST AV;60TH AV;95;VERY GOOD;"{""coordinates"": [[-123.07403231996692, 49.21460451910764], [-123.07403231617539, 49.214604738594936], [-123.07402564326722, 49.21502980948595], [-123.07401917538026, 49.21545523912536], [-123.07401911513298, 49.215459031574106]], ""type"": ""LineString""}";49.21503177454109, -123.0740256657904
2020;6TH AV;FRASER ST;PRINCE ALBERT ST;143;GOOD;"{""coordinates"": [[-123.08907880957561, 49.2652327277613], [-123.08907599866687, 49.26523270474183], [-123.08711989806575, 49.265217371596535], [-123.08711340342998, 49.265217319823606]], ""type"": ""LineString""}";49.26522502373078, -123.08809610650334
2020;7TH AV;PENTICTON ST;SLOCAN ST;191;VERY POOR;"{""coordinates"": [[-123.05217315950718, 49.26387442320775], [-123.04954918931222, 49.263873410436034], [-123.04954793166883, 49.26387340647775]], ""type"": ""LineString""}";49.26387391657835, -123.05086054558495
2020;11TH AV;DUNBAR ST;COLLINGWOOD ST;141;NO DATA;"{""coordinates"": [[-123.18384765162216, 49.26252332380111], [-123.18191483441217, 49.26249214916735], [-123.18191029302785, 49.26249207805922]], ""type"": ""LineString""}";49.26250769986276, -123.18287897234198
2020;28TH AV;WILLOW ST;HEATHER ST;142;FAIR;"{""coordinates"": [[-123.12242905412275, 49.24622374496157], [-123.12047862058614, 49.24619186088524]], ""type"": ""LineString""}";49.24620780292341, -123.12145383735444
2020;ARBUTUS ST;CORNWALL AV;CREELMAN AV;221;POOR;"{""coordinates"": [[-123.1526034830075, 49.2725383615239], [-123.15260341188976, 49.27254026320191], [-123.1525704614174, 49.27339119087784], [-123.15252650754483, 49.274525655084226]], ""type"": ""LineString""}";49.27353200855121, -123.15256500167881
2020;COLLINGWOOD ST;15TH AV;14TH AV;100;GOOD;"{""coordinates"": [[-123.18204576676985, 49.258878187297455], [-123.1820299015951, 49.25932888617997], [-123.18201438430197, 49.25977746430436]], ""type"": ""LineString""}";49.259327823414495, -123.18203000715103
2020;8TH AV;TRUTCH ST;BALACLAVA ST;141;VERY GOOD;"{""coordinates"": [[-123.1758755733233, 49.265074993515576], [-123.17394447222007, 49.26504628162869], [-123.17393803371337, 49.26504618607758]], ""type"": ""LineString""}";49.26506058970813, -123.17490680351965
2020;COMMERCIAL DR;PENDER ST;HASTINGS ST;105;POOR;"{""coordinates"": [[-123.07040813782226, 49.28028964772055], [-123.07039585398218, 49.28073961291065], [-123.0703897228837, 49.281234056366905]], ""type"": ""LineString""}";49.280761817222704, -123.07039717602713
2020;33RD AV;ANGUS DRIVE;MARGUERITE ST;103;FAIR;"{""coordinates"": [[-123.14553369313866, 49.241963997888696], [-123.1455306938616, 49.2419639512936], [-123.1448108283237, 49.24195345620173], [-123.14411898119717, 49.24194281643078]], ""type"": ""LineString""}";49.24195354702106, -123.14482633507306
2020;23RD AV;HIGHBURY ST;DUNBAR ST;212;VERY POOR;"{""coordinates"": [[-123.1880739185128, 49.25197428660125], [-123.1880678804665, 49.251974266746046], [-123.18584924167747, 49.25196423282428], [-123.1851662790515, 49.25196126269079], [-123.18516081537757, 49.25196123726549]], ""type"": ""LineString""}";49.25196772083304, -123.18661736712941
2020;19TH AV;LILLOOET ST;WINDERMERE ST;183;FAIR;"{""coordinates"": [[-123.03905082657165, 49.25316587696713], [-123.03653609489655, 49.25316253209734]], ""type"": ""LineString""}";49.25316420453224, -123.03779346073411
2020;ANGUS DR;GRANVILLE ST;THE CRESCENT;209;VERY POOR;"{""coordinates"": [[-123.13891556062057, 49.25458818616996], [-123.13891270011804, 49.25458889213613], [-123.13877653951313, 49.254621403484194], [-123.13864126255608, 49.254655460789316], [-123.13850691043471, 49.254691054110395], [-123.13837352436991, 49.25472818520037], [-123.1382411578929, 49.254766835108484], [-123.13810984117646, 49.25480698581172], [-123.13797961403837, 49.25484862827084], [-123.13785050395387, 49.254891762456715], [-123.13772257952256, 49.254936351410876], [-123.1375958545085, 49.2549824059151], [-123.13747038379519, 49.255029898022784], [-123.1373461934331, 49.25507880881709], [-123.13722332739547, 49.25512914004887], [-123.13710182545104, 49.25518086378998], [-123.13698171502611, 49.25523396112221], [-123.13686303734693, 49.25528843380001], [-123.13674583353084, 49.25534424399922], [-123.13663013106293, 49.25540139349078], [-123.13651597108658, 49.25545985344587], [-123.13642637781943, 49.25550724534722]], ""type"": ""LineString""}";49.25499329727225, -123.13765071463416
2020;4TH AV;SLOCAN ST;KASLO ST;184;FAIR;"{""coordinates"": [[-123.04951463112056, 49.26667302612999], [-123.04950941608219, 49.266673019369534], [-123.04698550655543, 49.26668256025528]], ""type"": ""LineString""}";49.266677779982814, -123.04825006882157
2020;6TH AV;TRIMBLE ST;EAST END;142;POOR;"{""coordinates"": [[-123.20594038520436, 49.267239314586746], [-123.20593753417755, 49.2672392710942], [-123.20398903603423, 49.267209588333074]], ""type"": ""LineString""}";49.26722445142948, -123.20496471061975
2020;18TH AV;DUNBAR ST;COLLINGWOOD ST;240;FAIR;"{""coordinates"": [[-123.18512750623928, 49.256483984673004], [-123.18448685843535, 49.256481094708974], [-123.18182935094994, 49.256469714411274]], ""type"": ""LineString""}";49.25647679051961, -123.18347842885413
2020;BEECHWOOD ST;51ST AV;49TH AV;246;NO DATA;"{""coordinates"": [[-123.15674135640215, 49.22500168807055], [-123.1567371080599, 49.225043233087675], [-123.15673267849542, 49.22508045882206], [-123.15671913962828, 49.2251117411473], [-123.15669575996787, 49.2251407259354], [-123.15668611107321, 49.22514699073531], [-123.15667662735261, 49.225153372248876], [-123.15666732388493, 49.22515986146039], [-123.15665818416105, 49.22516644939707], [-123.15664922331958, 49.225173145933184], [-123.15664045506024, 49.22517994025588], [-123.15663185194661, 49.2251868422972], [-123.156623442763, 49.22519383402765], [-123.15661522479111, 49.22520092444617], [-123.15660718564202, 49.225208104574314], [-123.15659935278644, 49.22521537527449], [-123.15659171248481, 49.22522273476624], [-123.15658426611343, 49.22523018394732], [-123.15657701089711, 49.22523771382619], [-123.15656996194323, 49.22524532438248], [-123.15656311925186, 49.225253015616175], [-123.15655648419644, 49.225260787525485], [-123.1565500677386, 49.225268631999796], [-123.1565438437783, 49.22527654727553], [-123.15653783978627, 49.22528453421497], [-123.15653204200026, 49.22529258384155], [-123.15652646555611, 49.22530070513006], [-123.15652110765025, 49.22530888009379], [-123.15651596971304, 49.225317126721365], [-123.1565110516593, 49.225325418027126], [-123.15650635492219, 49.225333772899226], [-123.15650187672092, 49.22534218054712], [-123.15649761840342, 49.2253506328733], [-123.15649359373218, 49.2253591388544], [-123.15648980405224, 49.22536768949333], [-123.15648623285459, 49.225376275817226], [-123.1564828952751, 49.225384906800905], [-123.15647977755152, 49.225393573467706], [-123.15647690852525, 49.225402275778606], [-123.15647425795333, 49.225411004779325], [-123.15647185468002, 49.22541976133031], [-123.15646967126021, 49.225428552665], [-123.15646772274748, 49.225437361671986], [-123.15646602015748, 49.22544619733162], [-123.15646453733898, 49.22545504168884], [-123.15646330316187, 49.225463903699755], [-123.15646230114552, 49.225472783386735], [-123.15646153263505, 49.2254816717527], [-123.15646101136453, 49.22549056877907], [-123.15643751347702, 49.226134773315444], [-123.15640034189038, 49.22716696210808]], ""type"": ""LineString""}";49.22604612226166, -123.15647330393959
2020;CONNAUGHT DR;GRANVILLE ST;CARTIER ST;181;POOR;"{""coordinates"": [[-123.13922542215977, 49.245261396930886], [-123.13922026918415, 49.245263608772625], [-123.13902877771766, 49.24537830555323], [-123.13896688391404, 49.24539746521246], [-123.13887036328609, 49.24541308816141], [-123.13827241079376, 49.245441356882], [-123.13821974873598, 49.2454419865989], [-123.13820660093174, 49.24544233605148], [-123.13819176326231, 49.245442722605354], [-123.13817913728141, 49.2454429715835], [-123.13817535905962, 49.2454430300738], [-123.13815219500496, 49.24544334562366], [-123.1381394449413, 49.24544344182684], [-123.13812512834463, 49.24544345894443], [-123.13811158138778, 49.24544355609728], [-123.13810038349018, 49.24544350651681], [-123.138085283464, 49.24544342561834], [-123.13806749014016, 49.245443222902864], [-123.13805810571098, 49.24544311717961], [-123.13804998521881, 49.24544297396434], [-123.13803127099283, 49.245442645510856], [-123.13801847858225, 49.24544233696568], [-123.138003844698, 49.24544189569025], [-123.13799151925656, 49.245441523617615], [-123.13796810463163, 49.24544067004916], [-123.1379644082956, 49.24544053053959], [-123.13795204121267, 49.24544000649298], [-123.13793743428259, 49.245439376277005], [-123.13792473717325, 49.24543875277437], [-123.13790867312669, 49.245437863432485], [-123.13790698288835, 49.24543776650255], [-123.1378842953599, 49.24543651625879], [-123.13786954998446, 49.24543550839954], [-123.1378574706051, 49.24543468625718], [-123.13784401699729, 49.2454337668056], [-123.13783041198225, 49.24543274948502], [-123.13683392802125, 49.245326700018445], [-123.13683246539478, 49.2453264327932]], ""type"": ""LineString""}";49.245398056230954, -123.13804355972131
2020;4TH AV;WATERLOO ST;BLENHEIM ST;146;VERY GOOD;"{""coordinates"": [[-123.17968622745327, 49.268526990481476], [-123.1776872552612, 49.26849615916197], [-123.17767988150915, 49.26849604636757]], ""type"": ""LineString""}";49.2685115179587, -123.17868305448837
2020;COMMERCIAL ST;39TH AV;38TH AV;84;VERY POOR;"{""coordinates"": [[-123.06867601864614, 49.23451180082865], [-123.06867592040327, 49.23451524966598], [-123.06867261716874, 49.23469985035191], [-123.06867259359635, 49.23470068242654], [-123.06865669029472, 49.23526729004872]], ""type"": ""LineString""}";49.23488956151668, -123.06866705429465
2020;34TH AV;COMMERCIAL ST;VICTORIA DRIVE;231;POOR;"{""coordinates"": [[-123.06853243775254, 49.239266051958644], [-123.06852883285042, 49.23926598933133], [-123.06603806922345, 49.23923432938963], [-123.06535958914516, 49.23922570290358]], ""type"": ""LineString""}";49.23924586997009, -123.06694601356324
2020;1ST AV;COMMODORE ROAD;CROWE ST;204;POOR;"{""coordinates"": [[-123.11474159051633, 49.26821238148319], [-123.11462135035912, 49.26818659375311], [-123.11453248857501, 49.26817171565907], [-123.11439672402865, 49.26815544201299], [-123.11431192736694, 49.26815142142751], [-123.11423623026162, 49.26815325395489], [-123.11416459859177, 49.26817031938377], [-123.1140437454507, 49.26820999422018], [-123.11393401858406, 49.268264224784474], [-123.11392918826841, 49.26826661237561], [-123.1123840473749, 49.26902572279105]], ""type"": ""LineString""}";49.26849463661535, -123.11354092683837
2020;24TH AV;HIGHBURY ST;DUNBAR ST;212;NO DATA;"{""coordinates"": [[-123.18808200752505, 49.25106698217955], [-123.18807613446506, 49.25106695755862], [-123.18585838026017, 49.25105881228546], [-123.18517598446948, 49.251056363924995], [-123.18516894063632, 49.251056331138]], ""type"": ""LineString""}";49.25106163655321, -123.18662547415231
2020;COLUMBIA ST;11TH AV;10TH AV;102;NO DATA;"{""coordinates"": [[-123.1095288934244, 49.26124122316059], [-123.1095288247899, 49.261243124813035], [-123.10950983321776, 49.26169585911429], [-123.10949028708956, 49.2621583869856]], ""type"": ""LineString""}";49.2616998067868, -123.10950963136506
2020;CASSIAR ST;TURNER ST;NORTH END;180;GOOD;"{""coordinates"": [[-123.03085436634221, 49.27907216410641], [-123.0308494847621, 49.27961327851465], [-123.03084418125097, 49.28020113013], [-123.0308441413749, 49.280205534179764], [-123.0308397585187, 49.280691266841266]], ""type"": ""LineString""}";49.27988171547697, -123.03084706277693
2020;8TH AV;YUKON ST;ALBERTA ST;141;GOOD;"{""coordinates"": [[-123.11286889738868, 49.263916571947064], [-123.11286743488728, 49.26391654369155], [-123.11093173356682, 49.263879272152735]], ""type"": ""LineString""}";49.263897922002286, -123.11190031547866
2020;30TH AV;QUEBEC ST;MAIN ST;94;VERY GOOD;"{""coordinates"": [[-123.10264859685397, 49.24330116026196], [-123.10264690137498, 49.243301117691736], [-123.10196335202922, 49.243295537878296], [-123.10135843406114, 49.24328539643664], [-123.10135738298499, 49.243285374870716]], ""type"": ""LineString""}";49.243294638124524, -123.1020029728848
2020;BALACLAVA ST;51ST AV;49TH AV;222;GOOD;"{""coordinates"": [[-123.1759725566913, 49.225407425597105], [-123.17597246174641, 49.22541085563807], [-123.17591748254473, 49.22740307373175], [-123.17591745576189, 49.22740404076369]], ""type"": ""LineString""}";49.22640573317778, -123.17594500613168
2020;ALEXANDER ST;POWELL ST;COLUMBIA ST;146;GOOD;"{""coordinates"": [[-123.10405440159184, 49.2833627471427], [-123.10390344439651, 49.28340779858672], [-123.1038435712817, 49.28343288418083], [-123.10374593426226, 49.28347085686049], [-123.10215319316373, 49.2837695789903]], ""type"": ""LineString""}";49.28358549853591, -123.10310907450659
2020;CAMOSUN ST;32ND AV;31ST AV;105;POOR;"{""coordinates"": [[-123.1967717936577, 49.24337588347304], [-123.19677366938497, 49.24384725798498], [-123.19676009097059, 49.24432029771276]], ""type"": ""LineString""}";49.24384813827268, -123.19676980010011
2020;62ND AV;PRINCE EDWARD ST;ST. GEORGE ST;268;GOOD;"{""coordinates"": [[-123.09788858322815, 49.21428571888649], [-123.09421416349002, 49.21421965185681], [-123.09421007839636, 49.21421957603019]], ""type"": ""LineString""}";49.21425264864441, -123.09604933079058
