Year;Road Name;From Street;To Street;length_(m);PCI Rating;Geom;geo_point_2d
2020;LABURNUM ST;52ND AV;50TH AV;175;GOOD;"{""coordinates"": [[-123.15095665731286, 49.2242171204824], [-123.15095660122515, 49.22421854540646], [-123.1509102317627, 49.22579099964626]], ""type"": ""LineString""}";49.22500405982264, -123.15093343751691
2020;CYPRESS ST;13TH AV;12TH AV;104;GOOD;"{""coordinates"": [[-123.14826879400465, 49.259989984503164], [-123.14825152105924, 49.260447445653945], [-123.14823302763281, 49.26092519253534]], ""type"": ""LineString""}";49.260457592763395, -123.1482510218233
2020;ELLIOTT ST;SE MARINE DRIVE;ROSEDALE DRIVE;101;POOR;"{""coordinates"": [[-123.0568603562569, 49.20708588321955], [-123.05686036095838, 49.2070863914513], [-123.05686311260087, 49.20736924617301], [-123.05686306060582, 49.20739573733461], [-123.05686230841876, 49.20742221894595], [-123.05686084092841, 49.20744868381824], [-123.05685867461779, 49.20747514003911], [-123.05685580808186, 49.20750156062329], [-123.0568522413196, 49.20752794557078], [-123.05684796058013, 49.207554276897696], [-123.05684297822883, 49.20758056359315], [-123.05684245929788, 49.20758298358209], [-123.05683731072921, 49.20760679665365], [-123.05683092921716, 49.2076329482079], [-123.05682386116209, 49.20765902903664], [-123.05681610654132, 49.20768502024961], [-123.05680765162474, 49.20771092185342], [-123.05679851013006, 49.20773672484592], [-123.05678868067311, 49.207762420232314], [-123.05677816598731, 49.20778799811626], [-123.0567669784197, 49.20781345129529], [-123.05675510422883, 49.20783876988112], [-123.0567425708721, 49.20786395386004], [-123.05672935086967, 49.20788898525479], [-123.05671548540708, 49.20791386314536], [-123.05670094701696, 49.207938580348774], [-123.05668576314544, 49.207963126956486], [-123.05667622576057, 49.207977787664966]], ""type"": ""LineString""}";49.20754390119393, -123.05681883201264
2020;MACKENZIE ST;21ST AV;20TH AV;101;GOOD;"{""coordinates"": [[-123.17012105518671, 49.25370424568502], [-123.17012102186203, 49.25370734458912], [-123.17011613128446, 49.25415966766728], [-123.17011118655626, 49.25461225165085], [-123.17011118134205, 49.254612733802524]], ""type"": ""LineString""}";49.25415848988442, -123.17011613120573
2020;INVERNESS ST;63RD AV;62ND AV;108;GOOD;"{""coordinates"": [[-123.07986633118455, 49.21285768325396], [-123.07987747447179, 49.21332186189015], [-123.0801334964304, 49.21362840483769], [-123.08013030783917, 49.213786218497205]], ""type"": ""LineString""}";49.21333585575542, -123.07996430331814
2020;FERNDALE ST;SEMLIN DRIVE;LAKEWOOD DRIVE;135;POOR;"{""coordinates"": [[-123.0636074786299, 49.27969970001204], [-123.06357632013692, 49.27968342059329], [-123.06353575433174, 49.27967339888827], [-123.06183623742743, 49.27966498207677], [-123.06180005679359, 49.27965513821876], [-123.06177440186993, 49.27964041333552]], ""type"": ""LineString""}";49.27966929670998, -123.06269091868003
2020;LAGOON DR;PARK LANE;BARCLAY ST;76;VERY GOOD;"{""coordinates"": [[-123.14294579459475, 49.293059793905336], [-123.14294070865091, 49.2930592649844], [-123.14274541626047, 49.293041264198486], [-123.14236243376965, 49.29300359266379], [-123.14220264038336, 49.29298554632269], [-123.14192249477486, 49.29294582626957], [-123.14191577631878, 49.29294622760916]], ""type"": ""LineString""}";49.29300757120055, -123.1424302013634
2020;INVERNESS ST;23RD AV;22ND AV;100;GOOD;"{""coordinates"": [[-123.07997416369267, 49.24994900004133], [-123.07995747028848, 49.25039760261761], [-123.07994159200953, 49.25084826449893]], ""type"": ""LineString""}";49.25039862422375, -123.07995765571404
2020;FRENCH ST;67TH AV;64TH AV;251;GOOD;"{""coordinates"": [[-123.13914011295415, 49.21086798310128], [-123.13907102199049, 49.21269902133558], [-123.13905855840514, 49.2130332121517], [-123.13902570594139, 49.21312258658743]], ""type"": ""LineString""}";49.211998050616074, -123.13909686836796
2020;KASLO ST;18TH AV;16TH AV;155;POOR;"{""coordinates"": [[-123.0470496968902, 49.254037061795536], [-123.04704967380042, 49.254038793384595], [-123.04704700370202, 49.25443928590065], [-123.04704318285394, 49.254928920566144], [-123.04703992106619, 49.255429933911685], [-123.04703991549944, 49.25543130658406]], ""type"": ""LineString""}";49.2547341838128, -123.04704475359004
2020;FIR ST;6TH AV;5TH AV;96;FAIR;"{""coordinates"": [[-123.14092267947221, 49.26622517210335], [-123.14088965766446, 49.26708351574876], [-123.14088947787253, 49.26708843994169]], ""type"": ""LineString""}";49.26665680584292, -123.1409060738821
2020;KENT AV S;WEST END;ONTARIO ST;198;VERY GOOD;"{""coordinates"": [[-123.10954900321363, 49.20636036282002], [-123.10685330564942, 49.20658956049415]], ""type"": ""LineString""}";49.20647496165709, -123.10820115443154
2020;GLADSTONE ST;45TH AV;44TH AV;97;VERY GOOD;"{""coordinates"": [[-123.06207767166813, 49.22943940970399], [-123.06206719384728, 49.22987307760331], [-123.06205562201018, 49.230311829276125]], ""type"": ""LineString""}";49.22987562558533, -123.06206688806715
2020;DUMFRIES ST;28TH AV;27TH AV;114;POOR;"{""coordinates"": [[-123.07346955847991, 49.24537481329643], [-123.0734694701658, 49.2453773347165], [-123.07344882020665, 49.24596872683768], [-123.07343330322605, 49.246399997810805]], ""type"": ""LineString""}";49.24588741024636, -123.07345156323319
2020;KAMLOOPS ST;1ST AV;GRAVELEY ST;103;FAIR;"{""coordinates"": [[-123.05469758765429, 49.26950929419565], [-123.05469259673748, 49.270431062008555], [-123.05469257309626, 49.27043578989351]], ""type"": ""LineString""}";49.269972542039504, -123.05469507940133
2020;GARDEN DR;TURNER ST;PENDER ST;126;FAIR;"{""coordinates"": [[-123.05786700418845, 49.279098625412395], [-123.05786699300216, 49.27910081574435], [-123.05785795231161, 49.279643154948154], [-123.05785786778837, 49.279647297270536], [-123.05784592550697, 49.28023051646287], [-123.05784590240486, 49.280231924219855]], ""type"": ""LineString""}";49.27966528489818, -123.05785700133593
2020;FELLOWES ST;TRINITY ST;BOUNDARY ROAD;380;VERY POOR;"{""coordinates"": [[-123.02672559335545, 49.28968987601446], [-123.02672319551445, 49.28969331721885], [-123.02641826800007, 49.29018662088466], [-123.02616559098422, 49.290573031374315], [-123.02567808875655, 49.291267863108104], [-123.02566644700298, 49.29128028801116], [-123.02565114883198, 49.29129599695825], [-123.02563542423611, 49.29131152609469], [-123.02561930072031, 49.29132687631368], [-123.02560276452638, 49.29134203682396], [-123.0255858307822, 49.291357008521466], [-123.02556849673299, 49.291371783311], [-123.02555077750053, 49.29138635039487], [-123.02553267308984, 49.291400719667564], [-123.02551418349664, 49.29141488303325], [-123.0254953087152, 49.29142882969757], [-123.02547607625112, 49.291442561453295], [-123.02545647234649, 49.291456067509095], [-123.02543652450639, 49.29146934875824], [-123.02541621897892, 49.291482406103086], [-123.02539555713376, 49.291495228748964], [-123.02537457747391, 49.291507809491094], [-123.02535325386894, 49.291520146536016], [-123.02533160007184, 49.29153224078001], [-123.02530962983084, 49.291544084124304], [-123.02528734314518, 49.2915556747696], [-123.02526475376824, 49.29156701451179], [-123.02524187544705, 49.291578092553536], [-123.02521869443035, 49.29158891069663], [-123.02519522446511, 49.29159945814374], [-123.02517147930496, 49.29160973669075], [-123.02514747270152, 49.291619744535424], [-123.02512319089898, 49.291629474484466], [-123.0251135386199, 49.291633236559406], [-123.02509698326062, 49.29163824146503], [-123.02499004773777, 49.29166909285202], [-123.02490405070836, 49.29169285863945], [-123.02483638470164, 49.29171212284449], [-123.02476822317148, 49.29173062252747], [-123.02469956610747, 49.291748331601546], [-123.024630453398, 49.2917652572535], [-123.02456090154486, 49.291781391383346], [-123.02440382644048, 49.29182293192647], [-123.02424549754734, 49.29185748867689], [-123.02404877808416, 49.29188577638366], [-123.0236049547245, 49.29193922268384], [-123.02339908899567, 49.29194973761655]], ""type"": ""LineString""}";49.29118383789022, -123.02529757489147
2020;MAPLE ST;CREELMAN AV;WHYTE AV;98;GOOD;"{""coordinates"": [[-123.15012698458962, 49.27448860890772], [-123.15012691194195, 49.27449049169563], [-123.15011041072665, 49.27493087900019], [-123.1500931391921, 49.27536985682341]], ""type"": ""LineString""}";49.27492924074719, -123.15011026709224
2020;FRANKLIN ST;CLARK DRIVE;MCLEAN DRIVE;217;POOR;"{""coordinates"": [[-123.07707768777627, 49.2822714679873], [-123.0770741760148, 49.282271428951915], [-123.07409455979818, 49.28223281151643]], ""type"": ""LineString""}";49.28225214298701, -123.07558612374827
2020;EARLES ST;EUCLID AV;VANNESS AV;247;FAIR;"{""coordinates"": [[-123.0454095035376, 49.24119609927895], [-123.04359859031871, 49.24307510326756]], ""type"": ""LineString""}";49.242135601273255, -123.04450404692815
2020;GLADSTONE ST;SOUTHSIDE DRIVE;SE MARINE DRIVE;56;GOOD;"{""coordinates"": [[-123.06230094133385, 49.2078323379223], [-123.06195700139298, 49.20828286319138]], ""type"": ""LineString""}";49.20805760055684, -123.0621289713634
2020;LILLOOET ST;3RD AV;2ND AV;102;VERY GOOD;"{""coordinates"": [[-123.03898373226298, 49.26756756579089], [-123.03897735685592, 49.26802456355145], [-123.03897107676607, 49.26848055917829], [-123.03897101706717, 49.268485044203345]], ""type"": ""LineString""}";49.26802630469968, -123.03897735318301
2020;KENT AV S;ASH ST;EAST END;271;VERY POOR;"{""coordinates"": [[-123.11900240464124, 49.205471298828584], [-123.11870604911539, 49.2055172935918], [-123.11830476031774, 49.20557475707856], [-123.11790200850795, 49.20562760427722], [-123.11749791325758, 49.205675845845306], [-123.1170925995412, 49.20571945465628], [-123.11668617453063, 49.20575842159394], [-123.11647339342748, 49.20577693458768], [-123.11533523046037, 49.20587255608477]], ""type"": ""LineString""}";49.20569674239982, -123.11717164474364
2020;EAST BLVD;43RD AV;42ND AV;98;FAIR;"{""coordinates"": [[-123.15507708166196, 49.23271595816818], [-123.15504433759608, 49.2335955015984], [-123.1550442743314, 49.233597232370485]], ""type"": ""LineString""}";49.233156595247834, -123.15506067741396
2020;GRAVELEY ST;COTTON DRIVE;COMMERCIAL DRIVE;140;VERY GOOD;"{""coordinates"": [[-123.07153379782812, 49.27052152792989], [-123.07025946040346, 49.27051177107399], [-123.07013418736726, 49.27051118153649], [-123.06960937465146, 49.27050912416719]], ""type"": ""LineString""}";49.27051454106245, -123.07057159081178
2020;JACKSON AV;HASTINGS ST;CORDOVA ST;106;VERY POOR;"{""coordinates"": [[-123.09343186779708, 49.28122045708127], [-123.09343184242756, 49.28122085648766], [-123.09341070825943, 49.28171816836525], [-123.09339175817925, 49.282170159832475], [-123.09339159414229, 49.282173580830666]], ""type"": ""LineString""}";49.281697016333425, -123.09341166924922
2020;LAUREL ST;58TH AV;57TH AV;117;FAIR;"{""coordinates"": [[-123.1260964048226, 49.218136380639535], [-123.12608359320623, 49.2186428872255], [-123.12607298186987, 49.21906217676075], [-123.12615355940648, 49.21917306261594], [-123.12615343841705, 49.219176782294866]], ""type"": ""LineString""}";49.218667881987926, -123.12608860628032
2020;KENT AV N;HEATHER ST;ASH ST;257;FAIR;"{""coordinates"": [[-123.1224599026491, 49.20505691370864], [-123.12147470008232, 49.205284475429956], [-123.12107717226175, 49.20537389949287], [-123.12067731042336, 49.20545876400847], [-123.12027526836117, 49.20553904270634], [-123.11987113396677, 49.20561470578818], [-123.1194650541973, 49.20568573598918], [-123.11909716320433, 49.2057458104978], [-123.11909435283206, 49.20574632702699]], ""type"": ""LineString""}";49.20542359561808, -123.12078154590829
2020;CROWN ST;29TH AV;28TH AV;105;GOOD;"{""coordinates"": [[-123.1936378595125, 49.24620987436167], [-123.19363573654465, 49.246652192668], [-123.19361862313494, 49.247154240150635]], ""type"": ""LineString""}";49.24668212416771, -123.19363168340598
2020;JASPER CRES;PRESTWICK DRIVE;VICTORIA DRIVE;257;GOOD;"{""coordinates"": [[-123.06927038520455, 49.216622591018414], [-123.06918747704907, 49.21667700277122], [-123.06894943032255, 49.21680351706952], [-123.0687351717749, 49.21689484608523], [-123.06869250661067, 49.2169130320314], [-123.06841951803514, 49.2170043584896], [-123.06813344457518, 49.2170764871024], [-123.067837429998, 49.217128633337985], [-123.06753471178526, 49.21716021863048], [-123.06722861567648, 49.217170909965866], [-123.06720179774037, 49.217170008052605], [-123.06667032709164, 49.21716783692629], [-123.06596271156457, 49.21716383638776]], ""type"": ""LineString""}";49.21705660100944, -123.06765191865634
2020;GRAVELEY ST;MCLEAN DRIVE;WOODLAND DRIVE;141;GOOD;"{""coordinates"": [[-123.07541005788914, 49.270550950186056], [-123.07347450655043, 49.2705369863316], [-123.07347191392105, 49.27053696549221]], ""type"": ""LineString""}";49.2705439589052, -123.07444098589698
2020;KENT AV N;BEATRICE ST;VICTORIA DRIVE;133;VERY POOR;"{""coordinates"": [[-123.06781648095668, 49.20798149101802], [-123.06614737792071, 49.2075073446921], [-123.06614119887435, 49.20750558965086]], ""type"": ""LineString""}";49.20774354021637, -123.06697883994904
2020;CYPRESS ST;42ND AV;41ST AV;109;NO DATA;"{""coordinates"": [[-123.14926488115658, 49.23350517970117], [-123.14926486983472, 49.2335055251336], [-123.14924656804986, 49.23399216418435], [-123.14923293295328, 49.234369154013486], [-123.14920606886213, 49.234479200668034], [-123.14920588965619, 49.234484007963125]], ""type"": ""LineString""}";49.23399596874589, -123.14924517331245
2020;DOMAN ST;COLERIDGE AV;WAVERLEY AV;84;GOOD;"{""coordinates"": [[-123.03655589758654, 49.226200359202615], [-123.03654568838743, 49.22642309772203], [-123.03654559375659, 49.22642514417409], [-123.03652106246605, 49.22695562230764]], ""type"": ""LineString""}";49.226577992230055, -123.03653851206246
2020;GLEN DR;VENABLES ST;GEORGIA ST;160;GOOD;"{""coordinates"": [[-123.08137072025984, 49.27681124150469], [-123.08137064980112, 49.27681521202871], [-123.08136245287152, 49.27733747728227], [-123.08136235844995, 49.27734192546701], [-123.08135267503502, 49.27779308030118], [-123.08134500785529, 49.27824558745462], [-123.08134487410675, 49.27825036848809]], ""type"": ""LineString""}";49.27753080986901, -123.08135807722229
2020;GLADSTONE ST;37TH AV;35TH AV;123;VERY GOOD;"{""coordinates"": [[-123.06208332298219, 49.23692194071545], [-123.06207597282996, 49.23746833388672], [-123.06207594548803, 49.237470632186614], [-123.06206944446016, 49.238026037184476], [-123.06206942946001, 49.23802831838656]], ""type"": ""LineString""}";49.237475126459316, -123.06207612883532
2020;HARO ST;CHILCO ST;DENMAN ST;302;FAIR;"{""coordinates"": [[-123.139447402163, 49.292681806449345], [-123.13944592242008, 49.29268084845116], [-123.1380696481507, 49.29179113706018], [-123.13649607145975, 49.290773084379964], [-123.1364940807157, 49.290771796824735]], ""type"": ""LineString""}";49.29172693149991, -123.13797065745514
2020;DENMAN ST;DAVIE ST;PENDRELL ST;110;VERY POOR;"{""coordinates"": [[-123.14180511647155, 49.287256591534465], [-123.14132656638111, 49.287573100783334], [-123.14132163488638, 49.287576369362796], [-123.14127792395634, 49.28760534498279], [-123.14074634335525, 49.287957668831424], [-123.14074206100628, 49.2879605093247]], ""type"": ""LineString""}";49.287608422310946, -123.14127350391239
2020;FRASERVIEW DR;BURQUITLAM DRIVE;NANAIMO ST;407;GOOD;"{""coordinates"": [[-123.06456205322381, 49.211723116600105], [-123.06423003277347, 49.21161066363134], [-123.06420499177027, 49.211602284951205], [-123.06416668224828, 49.211589919730265], [-123.06412804516305, 49.211577994547916], [-123.06408909150025, 49.21156651119684], [-123.06404985010289, 49.21155547775644], [-123.06401030861294, 49.2115448942333], [-123.06397049175423, 49.21153476870916], [-123.06393041461978, 49.211525093979176], [-123.0638900909492, 49.2115158781312], [-123.06384952212615, 49.21150713015957], [-123.06380871912094, 49.211498840163074], [-123.06376771077984, 49.21149101891993], [-123.06372649711216, 49.21148367452566], [-123.06368510693854, 49.21147679796883], [-123.06364695701103, 49.21147092618436], [-123.06364352379212, 49.21147039735417], [-123.06360177649586, 49.21146446546931], [-123.06355989253082, 49.21145901939001], [-123.06351785815416, 49.21145405012842], [-123.06347570083538, 49.211449565765015], [-123.06343342194856, 49.211445568097936], [-123.06339105992421, 49.21144204721117], [-123.06334860241442, 49.21143901120718], [-123.06330606315036, 49.21143646187736], [-123.0632634695899, 49.211434398307055], [-123.06322082311631, 49.21143282949076], [-123.0631781484185, 49.21143173652479], [-123.06313544689344, 49.211431139197984], [-123.06031499125284, 49.211408424777545], [-123.06029440963968, 49.211408318584056], [-123.06025426285896, 49.21140844747674], [-123.06021411664614, 49.211409044110034], [-123.06017398470836, 49.21141009048625], [-123.0601338958996, 49.21141160458098], [-123.06009386119092, 49.211413576493676], [-123.0600731713808, 49.21141482860525], [-123.06005386821528, 49.211415999034635], [-123.0600139581719, 49.21141888027825], [-123.05997413243264, 49.21142222022392], [-123.0599344019697, 49.2114260098707], [-123.05989476816474, 49.21143025731376], [-123.05985525985223, 49.21143496433729], [-123.05981587426223, 49.21144011205278], [-123.05977664023793, 49.211445709440724], [-123.05973755777828, 49.21145175650122], [-123.0596986557156, 49.21145825321956], [-123.0596599175608, 49.21146518970965], [-123.05962137214844, 49.21147256775577], [-123.05958303320658, 49.21148038645151], [-123.05954491583752, 49.21148864578932], [-123.05950700355335, 49.21149733678263], [-123.05946933891671, 49.21150645940968], [-123.05943193565582, 49.21151601276416], [-123.05939478003106, 49.21152598965713], [-123.05935788714378, 49.21153638918159], [-123.05932129543761, 49.21154721131795], [-123.05928497882452, 49.21155845607996], [-123.05924897847177, 49.21157010455667], [-123.05921329576458, 49.211582167541955], [-123.05917794167459, 49.21159463513569], [-123.05914291757425, 49.21160750733749], [-123.05911708500606, 49.21161738928944]], ""type"": ""LineString""}";49.211462507248825, -123.06184439993383
2020;MACKENZIE ST;47TH AV;45TH AV;184;VERY POOR;"{""coordinates"": [[-123.17030965287984, 49.22934357581647], [-123.17029273790116, 49.230902847548656], [-123.17032633317906, 49.23099379407625], [-123.17032630793257, 49.230996039330506]], ""type"": ""LineString""}";49.23017262451874, -123.17030171693851
2020;LILLOOET ST;KITCHENER ST;CHARLES ST;109;VERY POOR;"{""coordinates"": [[-123.03891147045177, 49.27228081101048], [-123.03890626240782, 49.27274493308893], [-123.03889572190474, 49.27325652903448], [-123.03889567198632, 49.27326122993701]], ""type"": ""LineString""}";49.27277103834781, -123.03890469409372
2020;GRAVELEY ST;TEMPLETON DRIVE;GARDEN DRIVE;141;POOR;"{""coordinates"": [[-123.05993896084784, 49.27042860528705], [-123.0599350925419, 49.270428574910945], [-123.05800225180957, 49.27041475795034], [-123.05800082903178, 49.27041474607128]], ""type"": ""LineString""}";49.27042167517372, -123.05896989494339
2020;KAMLOOPS ST;ADANAC ST;GEORGIA ST;90;GOOD;"{""coordinates"": [[-123.05458316823135, 49.27746621710367], [-123.05458521446413, 49.27787028152515], [-123.05458543249215, 49.27827589575208]], ""type"": ""LineString""}";49.27787105514474, -123.05458475849287
2020;EAST BLVD;42ND AV;41ST AV;108;VERY GOOD;"{""coordinates"": [[-123.1550442743314, 49.233597232370485], [-123.15502648557946, 49.23408175417669], [-123.15500978622053, 49.234567727210965], [-123.1550097596397, 49.23456845136459]], ""type"": ""LineString""}";49.23408283176589, -123.15502673273915
2020;KILLARNEY ST;HORLEY ST;EUCLID AV;191;FAIR;"{""coordinates"": [[-123.04386940709557, 49.23855934990845], [-123.04244408405012, 49.240001866456176]], ""type"": ""LineString""}";49.23928060818231, -123.04315674557284
2020;CYPRESS ST;7TH AV;6TH AV;93;VERY GOOD;"{""coordinates"": [[-123.14806425663632, 49.26550241131876], [-123.14804802813956, 49.2659201568332], [-123.14803231859878, 49.266338703122706]], ""type"": ""LineString""}";49.26592055198157, -123.14804815043324
2020;DIEPPE DR;DIEPPE PLACE;VIMY CRESCENT;112;VERY POOR;"{""coordinates"": [[-123.02669349570684, 49.256455555491904], [-123.02669447865372, 49.25645620202075], [-123.02687855671462, 49.25657697587424], [-123.02722616410904, 49.256805050907715], [-123.02736058790055, 49.25689325411053], [-123.02736319309793, 49.256894964383335], [-123.02778036799023, 49.25716891302274]], ""type"": ""LineString""}";49.25681218397602, -123.02723696485255
2020;MAPLE CRES;KING EDWARD AV;CEDAR CRESCENT / MATTHEWS AV;124;FAIR;"{""coordinates"": [[-123.15142522161277, 49.25087273332571], [-123.15110489060385, 49.25144628546649], [-123.15084126427935, 49.25192059206629]], ""type"": ""LineString""}";49.25139651426505, -123.15113297653889
2020;GRANDVIEW HWY;GARDEN DRIVE;NANAIMO ST;125;GOOD;"{""coordinates"": [[-123.05817783619487, 49.258231438636656], [-123.05804267531124, 49.2581787155115], [-123.057860974124, 49.25811458442784], [-123.05766614664411, 49.258049808356574], [-123.05743519490048, 49.25797693893588], [-123.057235670167, 49.257918444030665], [-123.05699845076046, 49.25785688472293], [-123.05677851632385, 49.257803538959124], [-123.05661519265556, 49.257770756892576]], ""type"": ""LineString""}";49.25797905505616, -123.05740297082265
2020;DAVIE ST;RICHARDS ST;HAMILTON ST;156;VERY POOR;"{""coordinates"": [[-123.12423916441828, 49.27588194157799], [-123.1242360922339, 49.275879951547616], [-123.12375122432131, 49.27556580309288], [-123.12326640383532, 49.275251662432176], [-123.12326230585562, 49.27524900692657], [-123.12271526129257, 49.27489455809201]], ""type"": ""LineString""}";49.27538825326666, -123.12347721063199
2020;JERVIS ST;BARCLAY ST;HARO ST;110;FAIR;"{""coordinates"": [[-123.13067834541074, 49.285615607009206], [-123.13067820677354, 49.285615699816255], [-123.13014685875793, 49.28596724433915], [-123.12961506393906, 49.286319084636396], [-123.12961486489533, 49.28631921618917]], ""type"": ""LineString""}";49.28596741199394, -123.13014660541565
2020;INVERNESS ST;17TH AV;15TH AV;154;FAIR;"{""coordinates"": [[-123.07977449120399, 49.25537153533891], [-123.079757875956, 49.25582139673899], [-123.07974116071382, 49.25627079221819], [-123.07974105933599, 49.25627354842246], [-123.0797228117514, 49.256756389133315]], ""type"": ""LineString""}";49.256063967211716, -123.07974878463358
2020;FLEMING ST;18TH AV;15TH AV;230;POOR;"{""coordinates"": [[-123.07097536694567, 49.25432753925195], [-123.07095901681257, 49.25469865604809], [-123.07091293438233, 49.25574559007158], [-123.07088405779514, 49.256395568854565]], ""type"": ""LineString""}";49.25536155782206, -123.07092979757022
2020;HORLEY ST;DUCHESS ST;EARLES ST;294;VERY POOR;"{""coordinates"": [[-123.0502525591661, 49.24111979885461], [-123.04736304747333, 49.23995775064657], [-123.04681502188103, 49.239737390917284], [-123.04681085494416, 49.239735722189444]], ""type"": ""LineString""}";49.24042774498505, -123.0485317133005
2020;CYPRESS ST;LINDEN ROAD;QUILCHENA CRESCENT;101;VERY POOR;"{""coordinates"": [[-123.14870491153228, 49.240611673279595], [-123.14870264192514, 49.24069218903253], [-123.14870256538352, 49.24069415009425], [-123.14870196084583, 49.240721586366504], [-123.14870207069798, 49.24074902261865], [-123.14870292381313, 49.240776466009656], [-123.14870450360128, 49.24080388147945], [-123.14870681146445, 49.2408312780214], [-123.14870984875067, 49.24085864663852], [-123.14871361268648, 49.240885978339065], [-123.14871811836088, 49.240913265007826], [-123.1487233396129, 49.24094048688885], [-123.14872928746406, 49.24096765386263], [-123.14873596323534, 49.24099474793686], [-123.14874335450939, 49.24102175113691], [-123.14875145859372, 49.241048681456626], [-123.14876029049623, 49.24107550379505], [-123.14876983650132, 49.2411022253659], [-123.14878008419426, 49.24112882909401], [-123.14879104456678, 49.24115531496505], [-123.1488027052284, 49.24118167399953], [-123.14881506752698, 49.241207897200255], [-123.14882812866175, 49.24123396658015], [-123.1488418900346, 49.24125989113237], [-123.14885633920085, 49.241285643887025], [-123.14887145972945, 49.24131124285548], [-123.14888726662804, 49.2413366529367], [-123.14890374618074, 49.24136188134429], [-123.1489209134763, 49.24138691996278], [-123.14893872452559, 49.241411759853335], [-123.14895720815302, 49.24143639198323], [-123.14897633685541, 49.241460807392414], [-123.14899611198028, 49.241484997083575], [-123.14899810190775, 49.24148747810367]], ""type"": ""LineString""}";49.24106900184473, -123.14879241841143
2020;FRENCH ST;70TH AV;67TH AV;252;POOR;"{""coordinates"": [[-123.13919068402207, 49.20860141175851], [-123.13919057451771, 49.20860446399362], [-123.13914029575136, 49.210863157807474], [-123.13914011295415, 49.21086798310128]], ""type"": ""LineString""}";49.2097346979573, -123.1391654153363
2020;ELLIOTT ST;51ST AV;49TH AV;252;POOR;"{""coordinates"": [[-123.05481431806241, 49.22254662942837], [-123.05480202640607, 49.222980928609864], [-123.05476044579929, 49.224393924835944], [-123.05475056460622, 49.224813048616966]], ""type"": ""LineString""}";49.223679818250595, -123.05478163992524
2020;KASLO ST;26TH AV;25TH AV;91;FAIR;"{""coordinates"": [[-123.04708255449354, 49.2471019344676], [-123.04707505711835, 49.24750430494021], [-123.04707521782125, 49.247920471844324]], ""type"": ""LineString""}";49.24751118540998, -123.04707694088205
