road_name,from_street,to_street,pci_rating,dist_to_water_m,humidity_proxy,pavement_risk,pci_missing,pavement_risk_adj,bearing_deg,sun_exposure,is_bridge,recent_moisture,temp_near_zero,black_ice_risk
KAMLOOPS ST,OXFORD ST,CAMBRIDGE ST,VERY GOOD,1020.2,0.13,0.1,0,0.1,0.18030861330072412,0.8,0,1,1.0,0.419
CYPRESS ST,8TH AV,7TH AV,VERY GOOD,823.1,0.193,0.1,0,0.1,1.4880602882740277,0.8,0,1,1.0,0.428
LAUREL ST,57TH AV,NORTH END,FAIR,1051.9,0.122,0.5,0,0.5,1.3228850426019676,0.8,0,1,1.0,0.488
PACIFIC ST,SEYMOUR ST,RICHARDS ST,FAIR,664.3,0.265,0.5,0,0.5,135.7276784693911,0.2,0,1,1.0,0.36
PENTICTON ST,BROADWAY,8TH AV,VERY POOR,231.6,0.629,0.95,0,0.95,0.6514283900175997,0.8,0,1,1.0,0.644
PRESTWICK DR,THORNHILL DRIVE,VICTORIA DRIVE,FAIR,920.1,0.159,0.5,0,0.5,91.65242994445788,0.5,0,1,1.0,0.419
SLOCAN ST,6TH AV,5TH AV,FAIR,549.6,0.333,0.5,0,0.5,0.37008547208841946,0.8,0,1,1.0,0.52
STANLEY PARK DR,STANLEY PARK SHORTCUT 1,STANLEY PARK DRIVE SHORTCUT 2,VERY GOOD,749.3,0.223,0.1,0,0.1,58.819863270586495,0.5,0,1,1.0,0.358
QUEBEC ST,14TH AV,13TH AV,VERY POOR,1166.2,0.097,0.95,0,0.95,1.6473523467475388,0.8,0,1,1.0,0.564
ONTARIO ST,38TH AV,37TH AV,VERY GOOD,184.0,0.692,0.1,0,0.1,1.4611505320806941,0.8,0,1,1.0,0.504
MUIRFIELD DR,LYNBROOK DRIVE,ASHBURN ST,VERY POOR,602.1,0.3,0.95,0,0.95,328.2168442064752,0.8,0,1,1.0,0.594
THIRD BEACH TO STANLEY PARK DR,TEAHOUSE LANE,STANLEY PARK DRIVE,POOR,996.1,0.136,0.8,0,0.8,153.43013922160776,0.2,0,1,1.0,0.393
MIDLOTHIAN AV,29TH AV / YUKON ST,DINMONT AV,VERY GOOD,81.9,0.849,0.1,0,0.1,112.16166175732172,0.5,0,1,1.0,0.452
MONT ROYAL SQUARE,54TH AV,START LOOP (R),GOOD,778.8,0.211,0.3,0,0.3,187.29781218270188,0.2,0,1,1.0,0.316
TEMPLETON DR,VENABLES ST,ADANAC ST,VERY GOOD,1362.8,0.066,0.1,0,0.1,0.2445954201606355,0.8,0,1,1.0,0.409
NANAIMO ST,24TH AV,23RD AV,POOR,629.9,0.284,0.8,0,0.8,0.1395925132023308,0.8,0,1,1.0,0.566
TRINITY ST,SLOCAN ST,KASLO ST,GOOD,553.8,0.33,0.3,0,0.3,90.16648752967097,0.5,0,1,1.0,0.409
PRINCE ALBERT ST,63RD AV,62ND AV,VERY POOR,668.4,0.263,0.95,0,0.95,5.253579268338967,0.8,0,1,1.0,0.589
TEMPLETON DR,1ST AV,GRAVELEY ST,GOOD,936.9,0.154,0.3,0,0.3,0.8255471459714272,0.8,0,1,1.0,0.458
ROSS ST,50TH AV,49TH AV,VERY GOOD,1702.7,0.033,0.1,0,0.1,1.5880624333435662,0.8,0,1,1.0,0.404
PENTICTON ST,7TH AV,6TH AV,GOOD,341.3,0.505,0.3,0,0.3,0.6485427917982634,0.8,0,1,1.0,0.511
STEPHENS ST,15TH AV,14TH AV,FAIR,2280.5,0.01,0.5,0,0.5,1.4757576563125667,0.8,0,1,1.0,0.471
QUEBEC ST,BROADWAY,8TH AV,FAIR,676.9,0.258,0.5,0,0.5,1.6089052684681064,0.8,1,1,1.0,0.809
NOOTKA ST,GEORGIA ST,TURNER ST,VERY GOOD,261.4,0.593,0.1,0,0.1,0.1302689701477675,0.8,0,1,1.0,0.489
MINTO CRES,GRANVILLE ST,HUDSON ST,VERY POOR,189.3,0.685,0.95,0,0.95,89.88708690804992,0.5,0,1,1.0,0.577
TRIUMPH ST,CASSIAR ST,SKEENA ST,GOOD,591.3,0.306,0.3,0,0.3,90.31001543435605,0.5,0,1,1.0,0.406
NANAIMO ST,21ST AV,20TH AV,FAIR,415.7,0.435,0.5,0,0.5,0.23850931845430523,0.8,0,1,1.0,0.535
ONTARIO ST,48TH AV,47TH AV,POOR,133.8,0.765,0.8,0,0.8,1.537631566481707,0.8,0,1,1.0,0.638
TYNE ST,47TH AV,46TH AV,FAIR,1517.8,0.048,0.5,0,0.5,2.4451621287109333,0.8,0,1,1.0,0.477
PRINCESS AV,CORDOVA ST,POWELL ST,VERY GOOD,733.5,0.231,0.1,0,0.1,1.7377493174398637,0.8,0,1,1.0,0.434
STAULO CRES 1,STAULO CRESCENT,MUSQUEAM DRIVE,GOOD,564.3,0.324,0.3,0,0.3,0.5556434017482275,0.8,0,1,1.0,0.483
ST GEORGE ST,62ND AV,61ST AV,VERY GOOD,938.7,0.153,0.1,0,0.1,1.3985229145634435,0.8,0,1,1.0,0.422
PENTICTON ST,VENABLES ST,ADANAC ST,VERY POOR,845.1,0.184,0.95,0,0.95,1.4583663830337628,0.8,0,1,1.0,0.577
QUEEN ELIZABETH PARK RD 3,NORTHWEST END,QUEEN ELIZABETH PARK ROAD 2,VERY GOOD,50.9,0.903,0.1,0,0.1,129.8219847833086,0.5,0,1,1.0,0.46
PINE ST,4TH AV,3RD AV,GOOD,310.2,0.538,0.3,0,0.3,1.541392404554756,0.8,0,1,1.0,0.516
ROBSON ST,THURLOW ST,BURRARD ST,FAIR,166.0,0.717,0.5,0,0.5,134.8905522127567,0.5,0,1,1.0,0.503
PRINCE ALBERT ST,11TH AV,10TH AV,VERY POOR,1413.6,0.059,0.95,0,0.95,1.006536848501014,0.8,0,1,1.0,0.558
RUPERT ST,41ST AV,KINGSWAY,VERY POOR,610.9,0.295,0.95,0,0.95,9.71343365718053,0.8,0,1,1.0,0.594
PANDORA ST,SEMLIN DRIVE,LAKEWOOD DRIVE,FAIR,1434.9,0.057,0.5,0,0.5,88.40811884796756,0.5,0,1,1.0,0.403
NELSON ST,BURRARD ST,HORNBY ST,GOOD,30.4,0.941,0.3,0,0.3,134.69812846071142,0.5,0,1,1.0,0.501
PENTICTON ST,TURNER ST,PENDER ST,GOOD,731.2,0.232,0.3,0,0.3,0.08639853816941923,0.8,0,1,1.0,0.469
QUESNEL DR,27TH AV,KING EDWARD AV,VERY GOOD,2347.4,0.009,0.1,0,0.1,331.1450540065316,0.8,0,1,1.0,0.401
PRINCE EDWARD ST,57TH AV,56TH AV,VERY GOOD,859.7,0.179,0.1,0,0.1,1.2445452820523428,0.8,0,1,1.0,0.426
SOPHIA ST,65TH AV,64TH AV,VERY POOR,717.2,0.238,0.95,0,0.95,2.022105955315169,0.8,0,1,1.0,0.585
NW MARINE DR,BELMONT AV,TRIMBLE ST,VERY GOOD,558.8,0.327,0.1,0,0.1,181.42438856999686,0.2,0,1,1.0,0.299
MONS DR,SOUTH END,NORMANDY DRIVE,POOR,780.2,0.21,0.8,0,0.8,20.33985965289753,0.8,0,1,1.0,0.554
RENFREW ST,PANDORA ST,TRIUMPH ST,VERY GOOD,214.3,0.651,0.1,0,0.1,0.0669210384892267,0.8,0,1,1.0,0.497
ST GEORGE ST,31ST AV,30TH AV,VERY GOOD,913.0,0.161,0.1,0,0.1,0.8999836691559153,0.8,0,1,1.0,0.424
ONTARIO ST,57TH AV,56TH AV,FAIR,249.7,0.607,0.5,0,0.5,1.295493273550278,0.8,0,1,1.0,0.561
RENFREW ST,20TH AV,19TH AV,POOR,621.2,0.289,0.8,0,0.8,0.0633952535898743,0.8,0,1,1.0,0.566
PRINCE ALBERT ST,62ND AV,61ST AV,VERY POOR,767.7,0.215,0.95,0,0.95,5.3248527999800785,0.8,0,1,1.0,0.582
SOMERVILLE ST,37TH AV,35TH AV,GOOD,1453.7,0.055,0.3,0,0.3,1.0953561602336208,0.8,0,1,1.0,0.443
MCHARDY ST,WELLINGTON AV,MONMOUTH AV,VERY POOR,314.5,0.533,0.95,0,0.95,31.96308804511807,0.8,0,1,1.0,0.63
MATTHEWS AV,PINE CRESCENT,ANGUS DRIVE,POOR,1340.8,0.068,0.8,0,0.8,75.34070013110056,0.5,0,1,1.0,0.458
SLOCAN ST,16TH AV,15TH AV,FAIR,667.8,0.263,0.5,0,0.5,0.02337669986337687,0.8,0,1,1.0,0.509
SPRUCE ST,10TH AV,BROADWAY,POOR,234.0,0.626,0.8,0,0.8,1.5000990302646642,0.8,0,1,1.0,0.617
STANLEY PARK DR,VANCOUVER AQUARIUM ST,RAVINE TRAIL,GOOD,187.2,0.688,0.3,0,0.3,315.2635119946939,0.8,0,1,1.0,0.538
MELVILLE ST,BURRARD ST,DUNSMUIR ST,POOR,91.9,0.832,0.8,0,0.8,319.8995227954826,0.8,0,1,1.0,0.648
PINE ST,16TH AV,15TH AV,FAIR,1074.5,0.117,0.5,0,0.5,1.5385112345576317,0.8,0,1,1.0,0.487
PENDER ST,BROUGHTON ST,JERVIS ST,VERY GOOD,184.8,0.691,0.1,0,0.1,114.4214595541971,0.5,0,1,1.0,0.428
TRAFALGAR ST,35TH AV,34TH AV,FAIR,1738.7,0.031,0.5,0,0.5,1.489044232797653,0.8,0,1,1.0,0.474
ST GEORGE ST,60TH AV,59TH AV,VERY GOOD,1084.6,0.114,0.1,0,0.1,1.0142429573421623,0.8,0,1,1.0,0.416
MCLEAN DR,7TH AV,6TH AV,VERY POOR,1184.3,0.094,0.95,0,0.95,0.7707577835657844,0.8,0,1,1.0,0.563
SLOCAN ST,GRAVELEY ST,GRANT ST,FAIR,1069.4,0.118,0.5,0,0.5,0.609001396996689,0.8,0,1,1.0,0.488
RUPERT ST,54TH AV,52ND AV,FAIR,749.6,0.223,0.5,0,0.5,2.052628066500631,0.8,0,1,1.0,0.503
PRINCE EDWARD ST,30TH AV,29TH AV / AUBREY PLACE,POOR,790.1,0.206,0.8,0,0.8,1.1033885127664576,0.8,0,1,1.0,0.554
ROSS ST,31ST AV,29TH AV,POOR,1764.0,0.029,0.8,0,0.8,0.344223165996425,0.8,0,1,1.0,0.527
TRAFALGAR ST,1ST AV,YORK AV,VERY GOOD,1497.0,0.05,0.1,0,0.1,1.4358650616933915,0.8,0,1,1.0,0.407
SOMERVILLE ST,35TH AV,33RD AV,GOOD,1451.3,0.055,0.3,0,0.3,1.181701775711474,0.8,0,1,1.0,0.443
TRAFALGAR ST,34TH AV,33RD AV,POOR,1824.9,0.026,0.8,0,0.8,1.495268150705499,0.8,0,1,1.0,0.527
PENTICTON ST,MCGILL ST,TRINITY ST,VERY POOR,887.1,0.17,0.95,0,0.95,0.17428454896133871,0.8,0,1,1.0,0.575
NOOTKA ST,VENABLES ST,ADANAC ST,GOOD,441.7,0.413,0.3,0,0.3,358.5278776620369,0.8,0,1,1.0,0.497
QUEEN ELIZABETH PARK RD 1,37TH AV,33RD AV EB TO QE PARK ROAD,VERY GOOD,153.9,0.735,0.1,0,0.1,313.4702881973856,0.5,0,1,1.0,0.435
TISDALL ST,49TH AV,48TH AV,VERY GOOD,862.0,0.178,0.1,0,0.1,1.379594297204676,0.8,0,1,1.0,0.426
ONTARIO ST,8TH AV,7TH AV,FAIR,606.0,0.298,0.5,0,0.5,1.6165840823643975,0.8,0,1,1.0,0.515
PENDER ST,RICHARDS ST,HOMER ST,FAIR,312.6,0.535,0.5,0,0.5,134.7455702018524,0.5,0,1,1.0,0.476
TRIMBLE ST,8TH AV,7TH AV,FAIR,759.4,0.219,0.5,0,0.5,1.510378900967794,0.8,0,1,1.0,0.503
SLOCAN ST,SOUTH END,38TH AV,GOOD,318.5,0.529,0.3,0,0.3,0.35110862953661126,0.8,0,1,1.0,0.514
POWELL ST,PRINCESS AV,HEATLEY AV,POOR,808.1,0.199,0.8,0,0.8,91.6581330766067,0.5,0,1,1.0,0.478
QUADRA ST,19TH AV,18TH AV,VERY POOR,1817.3,0.026,0.95,0,0.95,339.79238081729744,0.8,0,1,1.0,0.553
PRINCE ALBERT ST,37TH AV,35TH AV,FAIR,1291.9,0.075,0.5,0,0.5,1.1056850556162772,0.8,0,1,1.0,0.481
ROSEDALE DR,HARRISON DRIVE,ELLIOTT ST,FAIR,245.6,0.612,0.5,0,0.5,103.0950424380651,0.5,0,1,1.0,0.487
PRINCE EDWARD ST,54TH AV,53RD AV,VERY GOOD,745.4,0.225,0.1,0,0.1,1.5722734289375353,0.8,0,1,1.0,0.433
MELVILLE ST,THURLOW ST,BUTE ST,GOOD,17.0,0.967,0.3,0,0.3,314.77262454946754,0.5,0,1,1.0,0.505
SEYMOUR ST,PACIFIC ST,GRANVILLE BRIDGE TO SEYMOUR ST RAMP,VERY GOOD,614.6,0.293,0.1,0,0.1,44.400570446294466,0.8,0,1,1.0,0.443
ONTARIO ST,52ND AV,51ST AV,GOOD,178.8,0.699,0.3,0,0.3,1.314127401297867,0.8,0,1,1.0,0.54
NELSON ST,BUTE ST,THURLOW ST,FAIR,88.6,0.838,0.5,0,0.5,134.82409105639852,0.5,0,1,1.0,0.521
TYNE ST,52ND AV,51ST AV,FAIR,1025.2,0.129,0.5,0,0.5,1.0782264981145886,0.8,0,1,1.0,0.489
OAK ST,72ND AV,71ST AV,FAIR,552.1,0.331,0.5,0,0.5,2.872833975523406,0.8,0,1,1.0,0.52
POINT GREY RD,STEPHENS ST,TRAFALGAR ST,VERY GOOD,1462.7,0.054,0.1,0,0.1,66.67163526757486,0.5,0,1,1.0,0.332
SKEENA ST,GRANDVIEW HWY,11TH AV,POOR,143.4,0.751,0.8,0,0.8,0.37921166348837687,0.8,0,1,1.0,0.636
NELSON ST,HORNBY ST,HOWE ST,FAIR,82.8,0.847,0.5,0,0.5,134.80806972744722,0.5,0,1,1.0,0.523
PENDER ST,NICOLA ST,BROUGHTON ST,FAIR,130.2,0.771,0.5,0,0.5,114.00606615224234,0.5,0,1,1.0,0.511
STATION ST,SOUTHERN ST,NORTHERN ST,VERY GOOD,286.1,0.564,0.1,0,0.1,0.46288377373974754,0.8,0,1,1.0,0.484
STANLEY PARK DR,TATLOW WALK,THIRD BEACH TO STANLEY PARK DRIVE,VERY GOOD,891.5,0.168,0.1,0,0.1,224.0861126170468,0.2,0,1,1.0,0.275
QUEBEC ST,3RD AV,2ND AV,VERY GOOD,84.1,0.845,0.1,0,0.1,1.6436787870943022,0.8,0,1,1.0,0.527
PINE ST,2ND AV,1ST AV,FAIR,236.1,0.624,0.5,0,0.5,1.5020341843369351,0.8,0,1,1.0,0.564
PRINCE ALBERT ST,19TH AV,18TH AV,GOOD,1764.2,0.029,0.3,0,0.3,1.4427383618821068,0.8,0,1,1.0,0.439
TODERICK ST,45TH AV,43RD AV,FAIR,1487.9,0.051,0.5,0,0.5,359.25695811362925,0.8,0,1,1.0,0.478
TISDALL ST,54TH AV,53RD AV,GOOD,643.2,0.276,0.3,0,0.3,354.68312754716897,0.8,0,1,1.0,0.476
MCCLEERY ST,49TH AV,47TH AV,VERY GOOD,350.4,0.496,0.1,0,0.1,0.4914916373381857,0.8,0,1,1.0,0.474
OSLER ST,29TH AV,NANTON AV,POOR,562.6,0.325,0.8,0,0.8,1.4218014788250457,0.8,0,1,1.0,0.572
ST CATHERINES ST,19TH AV,KINGSWAY,GOOD,1621.8,0.039,0.3,0,0.3,1.5700110000355494,0.8,0,1,1.0,0.44
RENFREW ST,HASTINGS ST,FRANKLIN ST,GOOD,144.7,0.749,0.3,0,0.3,0.08120577278748442,0.8,0,1,1.0,0.547
QUEBEC ST,SOUTH END,35TH AV,VERY GOOD,164.1,0.72,0.1,0,0.1,1.8485301477283542,0.8,0,1,1.0,0.508
ONTARIO ST,58TH AV,57TH AV,POOR,242.9,0.615,0.8,0,0.8,1.3120523407212659,0.8,0,1,1.0,0.616
OSLER ST,33RD AV,32ND AV,POOR,135.0,0.763,0.8,0,0.8,1.4210823392820089,0.8,0,1,1.0,0.638
SALISH DR,SENNOK CRESCENT,KULLAHUN DRIVE,POOR,1356.2,0.066,0.8,0,0.8,285.7203638779613,0.5,0,1,1.0,0.458
TRUTCH ST,3RD AV,2ND AV,FAIR,1268.1,0.079,0.5,0,0.5,1.5212542194299772,0.8,0,1,1.0,0.482
RUPERT ST,25TH AV,24TH AV,FAIR,511.0,0.36,0.5,0,0.5,0.17680825455107652,0.8,0,1,1.0,0.524
PARK DR,SHAUGHNESSY ST,FREMLIN ST,FAIR,896.4,0.166,0.5,0,0.5,107.99702760733248,0.5,0,1,1.0,0.42
TYNE ST,46TH AV,45TH AV,FAIR,1631.8,0.038,0.5,0,0.5,356.08973543803836,0.8,0,1,1.0,0.476
SENNOK CRES,START LOOP (R),END LOOP,VERY POOR,1241.3,0.084,0.95,0,0.95,111.9975808752938,0.5,0,1,1.0,0.487
ONTARIO ST,4TH AV,3RD AV,VERY GOOD,257.5,0.598,0.1,0,0.1,1.6223196230790222,0.8,0,1,1.0,0.489
PRINCE EDWARD ST,KENT AV NORTH,SE MARINE DRIVE,GOOD,238.6,0.621,0.3,0,0.3,1.7331076436366857,0.8,0,1,1.0,0.528
QUEBEC ST,40TH AV,39TH AV,GOOD,419.6,0.432,0.3,0,0.3,1.3471955599840157,0.8,0,1,1.0,0.5
NICOLA ST,HARWOOD ST,BURNABY ST,FAIR,625.8,0.286,0.5,0,0.5,44.76298943871092,0.8,0,1,1.0,0.513
ST CATHERINES ST,17TH AV,15TH AV,POOR,1605.1,0.04,0.8,0,0.8,1.4377001439480068,0.8,0,1,1.0,0.529
RENFREW ST,GRAVELEY ST,GRANT ST,POOR,979.9,0.141,0.8,0,0.8,0.6093864348998181,0.8,0,1,1.0,0.544
MONTCALM ST,62ND AV,PARK DRIVE,VERY GOOD,1375.0,0.064,0.1,0,0.1,1.0205120798048597,0.8,0,1,1.0,0.409
PEVERIL AV,DINMONT AV / MANITOBA ST,28TH AV,POOR,399.3,0.45,0.8,0,0.8,143.43022628029223,0.2,0,1,1.0,0.441
PENDER ST,GEORGIA ST,NICOLA ST,FAIR,94.3,0.828,0.5,0,0.5,114.22365761169948,0.5,0,1,1.0,0.52
STAMPS LANDING,WEST END,MOBERLY ROAD,VERY GOOD,46.7,0.911,0.1,0,0.1,91.50481995658936,0.5,0,1,1.0,0.462
RUPERT ST,BROADWAY,8TH AV,GOOD,217.8,0.647,0.3,0,0.3,0.10966570909113216,0.8,0,1,1.0,0.532
SEMLIN DR,12TH AV,11TH AV,VERY POOR,255.7,0.6,0.95,0,0.95,0.7419150183565648,0.8,0,1,1.0,0.64
RHODES ST,43RD AV,41ST AV,GOOD,530.2,0.346,0.3,0,0.3,359.89989724923953,0.8,0,1,1.0,0.487
NOOTKA ST,20TH AV,19TH AV,POOR,570.5,0.319,0.8,0,0.8,0.08222583206423906,0.8,0,1,1.0,0.571
PIERVIEW CRES,KENT AV NORTH,DEAD END,VERY GOOD,195.4,0.677,0.1,0,0.1,307.9554747809521,0.5,0,1,1.0,0.426
QUEBEC ST,29TH AV,28TH AV,FAIR,570.9,0.319,0.5,0,0.5,1.628718643030254,0.8,0,1,1.0,0.518
TURNER ST,KASLO ST,RENFREW ST,VERY POOR,299.8,0.549,0.95,0,0.95,90.0973726310965,0.5,0,1,1.0,0.557
PUGET DR,22ND AV,21ST AV,VERY POOR,2281.5,0.01,0.95,0,0.95,321.549079508843,0.8,0,1,1.0,0.551
ROSS ST,53RD AV,52ND AV,POOR,1528.8,0.047,0.8,0,0.8,1.4896982321133692,0.8,0,1,1.0,0.53
OSLER ST,71ST AV,70TH AV,GOOD,720.3,0.237,0.3,0,0.3,1.6566461810797364,0.8,0,1,1.0,0.47
PANDORA ST,PENTICTON ST,SLOCAN ST,GOOD,551.6,0.332,0.3,0,0.3,90.13414987326371,0.5,0,1,1.0,0.41
PRINCE ALBERT ST,24TH AV,23RD AV,VERY GOOD,1703.1,0.033,0.1,0,0.1,1.4960000931046693,0.8,0,1,1.0,0.404
PACIFIC BLVD,HOMER ST,DRAKE ST,POOR,406.6,0.443,0.8,0,0.8,76.18784269685096,0.5,0,1,1.0,0.515
PENTICTON ST,KITCHENER ST,CHARLES ST,GOOD,1162.1,0.098,0.3,0,0.3,0.5897351451670829,0.8,0,1,1.0,0.449
ROBSON ST,HOMER ST,HAMILTON ST,VERY POOR,46.3,0.912,0.95,0,0.95,134.7151690144742,0.5,0,1,1.0,0.612
OSLER ST,38TH AV,37TH AV,GOOD,132.2,0.768,0.3,0,0.3,1.3993864655755033,0.8,0,1,1.0,0.55
MCMULLEN AV,HAGGART ST,BRAKENRIDGE ST,FAIR,1889.5,0.023,0.5,0,0.5,59.36445872590747,0.5,0,1,1.0,0.398
MOHAWK ST,29TH AV,28TH AV,VERY GOOD,1529.5,0.047,0.1,0,0.1,1.0408244495540089,0.8,0,1,1.0,0.406
THURLOW ST,EVELEIGH ST,MELVILLE ST,POOR,22.1,0.957,0.8,0,0.8,224.7890034210407,0.2,0,1,1.0,0.517
RENFREW ST,4TH AV,3RD AV,POOR,933.2,0.155,0.8,0,0.8,0.5526900740780434,0.8,0,1,1.0,0.546
PRINCE ALBERT ST,10TH AV,BROADWAY,FAIR,1348.3,0.067,0.5,0,0.5,0.6066448158802018,0.8,0,1,1.0,0.48
SALISH DR,TAMATH CRESCENT,SEMANA CRESCENT,VERY POOR,1367.6,0.065,0.95,0,0.95,295.84623457530824,0.5,0,1,1.0,0.484
PENTICTON ST,YALE ST,WALL ST,VERY POOR,949.3,0.15,0.95,0,0.95,0.28180943182428564,0.8,0,1,1.0,0.572
MCHARDY ST,EUCLID AV,AUSTREY AV,GOOD,813.2,0.197,0.3,0,0.3,32.18890999577184,0.8,0,1,1.0,0.464
STANLEY PARK DR,PIPELINE ROAD,STANLEY PARK DR TO CAUSEWAY RAMP,GOOD,393.1,0.456,0.3,0,0.3,245.18826484921055,0.5,0,1,1.0,0.428
UNION ST,EXPO BOULEVARD,QUEBEC ST,GOOD,161.9,0.723,0.3,0,0.3,91.62272100994574,0.5,0,1,1.0,0.469
PINE CRES,PINE ST,MARPOLE AV,VERY POOR,1192.4,0.092,0.95,0,0.95,81.29491167877256,0.5,0,1,1.0,0.488
SALAL DR,YEW ST,CRANBERRY DRIVE,GOOD,1432.1,0.057,0.3,0,0.3,91.18141000119533,0.5,0,1,1.0,0.368
ONTARIO ST,47TH AV,46TH AV,GOOD,234.1,0.626,0.3,0,0.3,1.5416794150721103,0.8,0,1,1.0,0.529
SOPHIA ST,29TH AV,28TH AV,GOOD,762.3,0.218,0.3,0,0.3,1.7249486268163423,0.8,0,1,1.0,0.467
QUESNEL DR,21ST AV,20TH AV / GALIANO ROAD,VERY GOOD,2097.5,0.015,0.1,0,0.1,339.3152623769308,0.8,0,1,1.0,0.402
SLOCAN ST,1ST AV,GRAVELEY ST,FAIR,976.3,0.142,0.5,0,0.5,0.6249859638616613,0.8,0,1,1.0,0.491
QUEBEC ST,5TH AV,4TH AV,POOR,277.7,0.574,0.8,0,0.8,1.6342419606971248,0.8,0,1,1.0,0.609
SPRUCE ST,8TH AV,7TH AV,FAIR,218.5,0.646,0.5,0,0.5,1.4799544095424153,0.8,0,1,1.0,0.567
PARK LANE,BEACH AV,NELSON ST,VERY GOOD,212.0,0.654,0.1,0,0.1,43.997175261653354,0.8,0,1,1.0,0.498
ROBSON ST,CARDERO ST,NICOLA ST,FAIR,216.3,0.649,0.5,0,0.5,134.8036911840577,0.5,0,1,1.0,0.493
SCHOOL AV,LANCASTER ST,KERR ST,GOOD,713.9,0.24,0.3,0,0.3,120.43939232665429,0.5,0,1,1.0,0.396
PANDORA ST,VICTORIA DRIVE,SEMLIN DRIVE,GOOD,1579.1,0.043,0.3,0,0.3,88.79891723959258,0.5,0,1,1.0,0.366
PINE ST,7TH AV,6TH AV,FAIR,544.1,0.337,0.5,0,0.5,1.4942366586149092,0.8,0,1,1.0,0.521
QUEBEC ST,NATIONAL AV,EXPO BLVD / PACIFIC BLVD TO QUEBEC ST,POOR,329.4,0.517,0.8,0,0.8,352.18032282671516,0.8,0,1,1.0,0.601
ROBSON ST,NICOLA ST,BROUGHTON ST,GOOD,284.1,0.567,0.3,0,0.3,134.8042584410466,0.5,0,1,1.0,0.445
NICOLA ST,COMOX ST,NELSON ST,VERY POOR,559.8,0.326,0.95,0,0.95,44.7681105974014,0.8,0,1,1.0,0.598
ROBSON ST,GILFORD ST,DENMAN ST,GOOD,223.9,0.639,0.3,0,0.3,134.81217420385894,0.5,0,1,1.0,0.456
PARKER ST,LE ROI ST,LILLOOET ST,VERY POOR,683.3,0.255,0.95,0,0.95,90.1316555823214,0.5,0,1,1.0,0.513
PACIFIC BLVD,PACIFIC BLVD TO QUEBEC ST,QUEBEC ST,FAIR,330.8,0.516,0.5,0,0.5,152.43806047290514,0.2,1,1,1.0,0.698
NELSON ST,CARDERO ST,NICOLA ST,FAIR,536.9,0.342,0.5,0,0.5,134.83067724457123,0.5,0,1,1.0,0.446
STEPHENS ST,BROADWAY,8TH AV,VERY GOOD,2026.9,0.017,0.1,0,0.1,1.380563176913654,0.8,0,1,1.0,0.402
ROSS ST,41ST AV,40TH AV,POOR,1786.5,0.028,0.8,0,0.8,1.3014908854290752,0.8,0,1,1.0,0.527
PRINCE EDWARD ST,19TH AV,18TH AV,GOOD,1547.6,0.045,0.3,0,0.3,1.4617715836791945,0.8,0,1,1.0,0.441
TEMPLETON DR,PENDER ST,HASTINGS ST,FAIR,1286.3,0.076,0.5,0,0.5,1.167479688065555,0.8,0,1,1.0,0.481
RUPERT ST,GRAVELEY ST,GRANT ST,VERY GOOD,218.0,0.647,0.1,0,0.1,1.350462314702952,0.8,0,1,1.0,0.497
ORMIDALE ST,KINGSWAY,FOSTER AV,FAIR,1164.5,0.097,0.5,0,0.5,0.2440880431857977,0.8,0,1,1.0,0.485
SOPHIA ST,43RD AV,41ST AV,FAIR,828.1,0.191,0.5,0,0.5,1.694070650703793,0.8,0,1,1.0,0.499
NICOLA ST,ALBERNI ST,PENDER ST,FAIR,130.3,0.771,0.5,0,0.5,44.76447600202664,0.8,0,1,1.0,0.586
TEMPLETON DR,WILLIAM ST,NAPIER ST,POOR,1401.9,0.061,0.8,0,0.8,2.105226796875229,0.8,0,1,1.0,0.532
SHAUGHNESSY ST,KENT AV NORTH,SW MARINE DRIVE,VERY POOR,290.4,0.559,0.95,0,0.95,327.37661485638296,0.8,0,1,1.0,0.634
PENDER ST,TAYLOR ST,CARRALL ST,POOR,96.8,0.824,0.8,0,0.8,105.56652866242729,0.5,0,1,1.0,0.572
TRIMBLE ST,11TH AV,10TH AV,POOR,982.7,0.14,0.8,0,0.8,1.475762394005585,0.8,0,1,1.0,0.544
PARK DR,CARTIER ST,MONTCALM ST,POOR,1422.1,0.058,0.8,0,0.8,113.74785772549478,0.5,0,1,1.0,0.457
QUEBEC ST,44TH AV,42ND AV,FAIR,561.9,0.325,0.5,0,0.5,359.4954070215247,0.8,0,1,1.0,0.519
NANAIMO ST,61ST AV,HOYLAKE AV,VERY POOR,795.1,0.204,0.95,0,0.95,0.8694460758383116,0.8,0,1,1.0,0.58
TRIUMPH ST,VICTORIA DRIVE,SEMLIN DRIVE,GOOD,1587.6,0.042,0.3,0,0.3,90.50490680191842,0.5,0,1,1.0,0.366
MONTGOMERY ST,42ND AV,41ST AV,GOOD,554.9,0.33,0.3,0,0.3,1.374739206282527,0.8,0,1,1.0,0.484
RAYMUR AV,HASTINGS ST OP,LANE,FAIR,719.3,0.237,0.5,0,0.5,1.7283740159999184,0.8,1,1,1.0,0.806
MELBOURNE ST,CROWLEY DRIVE,VANNESS AV,VERY GOOD,856.2,0.18,0.1,0,0.1,34.95886410486088,0.8,0,1,1.0,0.426
